NP_000066.1	NP_000066.1	100	303	0	0	1	303	1	303	4.16e-225	610
NP_000066.1	NP_001138778.1	70.8	295	82	2	2	295	9	300	2.88e-150	421
NP_000066.1	XP_047275672.1	70.8	295	82	2	2	295	9	300	2.88e-150	421
NP_000066.1	NP_001249.1	45.5	301	149	6	6	302	4	293	1.27e-87	261
NP_000066.1	NP_001307847.1	43.4	295	151	7	6	295	4	287	1.03e-76	233
NP_000066.1	XP_011536034.1	39.2	342	145	7	6	295	4	334	7.21e-72	223
NP_000066.1	XP_006721373.1	41.5	299	160	7	2	295	35	323	2.94e-67	211
NP_000066.1	NP_277022.1	39.7	300	165	7	2	295	165	454	2.08e-64	208
NP_000066.1	NP_277025.1	39.7	300	165	7	2	295	204	493	4.59e-64	208
NP_000066.1	XP_047291311.1	39.7	300	165	7	2	295	390	679	8.82e-63	208
NP_000066.1	XP_016858417.1	39.7	300	165	7	2	295	400	689	9.96e-63	208
NP_000066.1	XP_011540796.1	39.7	300	165	7	2	295	409	698	1.11e-62	208
NP_000066.1	XP_047291317.1	39.7	300	165	7	2	295	411	700	1.13e-62	208
NP_000066.1	XP_016858415.1	39.7	300	165	7	2	295	420	709	1.26e-62	208
NP_000066.1	XP_047291318.1	39.7	300	165	7	2	295	421	710	1.27e-62	208
NP_000066.1	XP_006711128.1	39.7	300	165	7	2	295	424	713	1.31e-62	208
NP_000066.1	XP_011540795.1	39.7	300	165	7	2	295	433	722	1.45e-62	208
NP_000066.1	NP_277071.2	39.7	300	165	7	2	295	409	698	1.54e-62	208
NP_000066.1	XP_011540792.1	39.7	300	165	7	2	295	443	732	1.61e-62	208
NP_000066.1	XP_011540793.1	39.7	300	165	7	2	295	443	732	1.61e-62	208
NP_000066.1	XP_011540794.1	39.7	300	165	7	2	295	443	732	1.61e-62	208
NP_000066.1	NP_001300911.1	39.7	300	165	7	2	295	418	707	1.70e-62	208
NP_000066.1	NP_001300825.1	39.7	300	165	7	2	295	422	711	1.78e-62	208
NP_000066.1	XP_047290781.1	41.3	281	150	7	20	295	16	286	7.14e-62	196
NP_000066.1	XP_047290777.1	41.3	281	150	7	20	295	16	286	1.15e-61	196
NP_000133.1	NP_000133.1	100	806	0	0	1	806	1	806	0.0	1620
NP_000133.1	NP_001341738.1	99.9	807	0	1	1	806	1	807	0.0	1615
NP_000133.1	XP_047305778.1	99.9	807	0	1	1	806	1	807	0.0	1615
NP_000133.1	XP_047305779.1	99.9	807	0	1	1	806	1	807	0.0	1615
NP_000133.1	XP_011511724.1	99.8	808	0	2	1	806	1	808	0.0	1611
NP_000133.1	XP_011511722.1	99.6	809	0	2	1	806	1	809	0.0	1610
NP_000133.1	NP_001156685.1	95.7	809	31	2	1	806	1	808	0.0	1540
NP_000133.1	XP_006713934.1	95.6	810	31	3	1	806	1	809	0.0	1535
NP_000133.1	XP_047305777.1	95.6	810	31	3	1	806	1	809	0.0	1535
NP_000133.1	XP_047305776.1	95.3	812	31	4	1	806	1	811	0.0	1530
NP_000133.1	NP_075254.1	86.1	806	0	1	1	806	1	694	0.0	1352
NP_000133.1	XP_016871410.1	70.2	741	201	9	45	772	65	798	0.0	1035
NP_000133.1	NP_001428016.1	68.0	766	228	9	45	798	46	806	0.0	1019
NP_000133.1	NP_075259.4	67.8	768	228	10	45	798	46	808	0.0	1014
NP_000133.1	NP_001138390.1	75.2	666	152	7	142	798	29	690	0.0	1013
NP_000133.1	NP_001397851.1	67.2	737	229	6	74	798	66	801	0.0	996
NP_000133.1	XP_016871409.1	68.2	740	218	9	45	772	65	799	0.0	996
NP_000133.1	NP_001167535.1	66.8	739	230	6	74	798	58	795	0.0	993
NP_000133.1	NP_001167536.1	67.0	739	229	7	74	798	66	803	0.0	991
NP_000133.1	NP_056934.2	67.0	739	229	7	74	798	66	803	0.0	991
NP_000133.1	NP_075598.2	66.7	741	230	7	74	798	66	805	0.0	988
NP_000133.1	NP_001428017.1	71.9	688	180	7	122	798	32	717	0.0	983
NP_000133.1	XP_024303658.1	71.7	690	180	8	122	798	51	738	0.0	978
NP_000133.1	NP_001341297.1	71.8	663	182	4	140	798	51	712	0.0	976
NP_000133.1	NP_001138387.1	73.1	665	161	8	122	772	32	692	0.0	975
NP_000199.2	NP_000199.2	100	1382	0	0	1	1382	1	1382	0.0	2836
NP_000199.2	XP_011526291.2	99.0	1382	1	2	1	1382	1	1369	0.0	2795
NP_000199.2	NP_075254.1	38.7	310	181	4	987	1287	324	633	2.60e-62	224
NP_000199.2	NP_000133.1	38.7	310	181	4	987	1287	436	745	1.41e-61	224
NP_000199.2	NP_001341738.1	38.7	310	181	4	987	1287	437	746	1.43e-61	224
NP_000199.2	XP_047305778.1	38.7	310	181	4	987	1287	437	746	1.43e-61	224
NP_000199.2	XP_047305779.1	38.7	310	181	4	987	1287	436	745	1.43e-61	224
NP_000199.2	NP_001156685.1	38.7	310	181	4	987	1287	438	747	1.45e-61	224
NP_000199.2	XP_011511724.1	38.7	310	181	4	987	1287	437	746	1.45e-61	224
NP_000199.2	XP_006713934.1	38.7	310	181	4	987	1287	438	747	1.47e-61	224
NP_000199.2	XP_011511722.1	38.7	310	181	4	987	1287	438	747	1.47e-61	224
NP_000199.2	XP_047305777.1	38.7	310	181	4	987	1287	439	748	1.47e-61	224
NP_000199.2	XP_047305776.1	38.7	310	181	4	987	1287	440	749	1.51e-61	224
NP_000199.2	NP_001341297.1	39.9	281	160	4	1016	1287	378	658	1.61e-60	219
NP_000199.2	NP_075594.1	39.9	281	160	4	1016	1287	380	660	1.66e-60	219
NP_000199.2	NP_075593.1	39.9	281	160	4	1016	1287	382	662	1.71e-60	219
NP_000199.2	NP_001341299.1	39.9	281	160	4	1016	1287	380	660	1.92e-60	219
NP_000199.2	NP_001167535.1	39.9	281	160	4	1016	1287	461	741	5.10e-60	219
NP_000199.2	NP_006284.2	31.0	516	298	16	816	1290	292	790	5.17e-60	220
NP_000199.2	NP_001397851.1	39.9	281	160	4	1016	1287	467	747	5.49e-60	219
NP_000199.2	NP_001167536.1	39.9	281	160	4	1016	1287	469	749	5.63e-60	219
NP_000199.2	NP_056934.2	39.9	281	160	4	1016	1287	469	749	5.63e-60	219
NP_000199.2	NP_075598.2	39.9	281	160	4	1016	1287	471	751	5.77e-60	219
NP_000199.2	NP_001341298.1	39.9	281	160	4	1016	1287	467	747	6.20e-60	219
NP_000199.2	NP_001341296.1	39.9	281	160	4	1016	1287	469	749	6.35e-60	219
NP_000206.2	NP_000206.2	100	1124	0	0	1	1124	1	1124	0.0	2278
NP_000206.2	NP_001374027.1	35.4	280	151	7	820	1098	150	400	1.47e-39	149
NP_000206.2	NP_001374023.1	34.0	306	163	8	794	1098	175	442	2.44e-39	149
NP_000206.2	NP_001374018.1	35.4	280	151	7	820	1098	193	443	3.35e-39	149
NP_000206.2	NP_001374022.1	35.4	280	151	7	820	1098	193	443	3.35e-39	149
NP_000206.2	NP_001341297.1	35.3	292	150	8	828	1098	391	664	9.23e-39	152
NP_000206.2	NP_075594.1	35.3	292	150	8	828	1098	393	666	9.35e-39	152
NP_000206.2	NP_075593.1	35.3	292	150	8	828	1098	395	668	9.48e-39	152
NP_000206.2	NP_001341299.1	35.3	292	150	8	828	1098	393	666	9.99e-39	152
NP_000206.2	NP_001167535.1	35.3	292	150	8	828	1098	474	747	1.48e-38	152
NP_000206.2	NP_001397851.1	35.3	292	150	8	828	1098	480	753	1.52e-38	152
NP_000206.2	NP_001167536.1	35.3	292	150	8	828	1098	482	755	1.53e-38	152
NP_000206.2	NP_056934.2	35.3	292	150	8	828	1098	482	755	1.53e-38	152
NP_000206.2	NP_075598.2	35.3	292	150	8	828	1098	484	757	1.54e-38	152
NP_000206.2	NP_001341298.1	35.3	292	150	8	828	1098	480	753	1.58e-38	152
NP_000206.2	NP_001341296.1	35.3	292	150	8	828	1098	482	755	1.60e-38	152
NP_000206.2	NP_075254.1	33.9	292	154	7	828	1098	366	639	3.96e-38	150
NP_000206.2	NP_000133.1	32.4	355	195	10	768	1098	418	751	5.85e-38	150
NP_000206.2	XP_047305779.1	32.4	355	195	10	768	1098	418	751	5.88e-38	150
NP_000206.2	NP_001156685.1	32.4	355	195	10	768	1098	420	753	5.90e-38	150
NP_000206.2	XP_006713934.1	32.4	355	195	10	768	1098	420	753	5.93e-38	150
NP_000206.2	NP_001341738.1	33.9	292	154	7	828	1098	479	752	7.78e-38	150
NP_000206.2	XP_047305778.1	33.9	292	154	7	828	1098	479	752	7.78e-38	150
NP_000206.2	XP_011511724.1	33.9	292	154	7	828	1098	479	752	7.81e-38	150
NP_000206.2	XP_011511722.1	33.9	292	154	7	828	1098	480	753	7.85e-38	150
NP_000285.1	NP_000285.1	100	406	0	0	1	406	1	406	3.36e-308	828
NP_000285.1	NP_001165903.1	99.5	364	2	0	1	364	1	364	1.98e-274	742
NP_000285.1	NP_006204.1	65.0	369	128	1	11	378	7	375	2.45e-183	512
NP_000285.1	XP_005271829.1	68.0	269	86	0	110	378	29	297	2.26e-138	395
NP_000285.1	XP_016867815.1	58.3	314	86	1	110	378	29	342	3.28e-129	373
NP_000285.1	NP_003647.1	40.1	284	153	4	10	290	6	275	5.65e-65	209
